source_db,term_id,term_name,p_adj,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents
GO:MF,GO:0030296,protein tyrosine kinase activator activity,0.019504026285647368,True,"""Increases the activity of a protein tyrosine kinase, an enzyme which phosphorylates a tyrosyl phenolic group on a protein."" [GOC:ai, ISBN:0198506732]",32,10,2,20246,0.2,0.0625,query_1,"['GO:0004713', 'GO:0030295']"
GO:BP,GO:0050678,regulation of epithelial cell proliferation,0.019867595636751407,True,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",364,10,4,21026,0.4,0.01098901098901099,query_1,"['GO:0042127', 'GO:0050673']"
GO:BP,GO:0032204,regulation of telomere maintenance,0.01997890933965042,True,"""Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]",112,10,3,21026,0.3,0.026785714285714284,query_1,"['GO:0000723', 'GO:0033044', 'GO:0051052']"
GO:BP,GO:0019222,regulation of metabolic process,0.020357588504580082,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7035,10,10,21026,1.0,0.0014214641080312722,query_1,"['GO:0008152', 'GO:0050794']"
GO:MF,GO:0071889,14-3-3 protein binding,0.020756880005587418,True,"""Binding to a 14-3-3 protein. A 14-3-3 protein is any of a large family of approximately 30kDa acidic proteins which exist primarily as homo- and heterodimers within all eukaryotic cells, and have been implicated in the modulation of distinct biological processes by binding to specific phosphorylated sites on diverse target proteins, thereby forcing conformational changes or influencing interactions between their targets and other molecules. Each 14-3-3 protein sequence can be roughly divided into three sections: a divergent amino terminus, the conserved core region and a divergent carboxy-terminus. The conserved middle core region of the 14-3-3s encodes an amphipathic groove that forms the main functional domain, a cradle for interacting with client proteins."" [GOC:cna, GOC:mah, PMID:15167810, PMID:19575580]",33,10,2,20246,0.2,0.06060606060606061,query_1,['GO:0005515']
GO:BP,GO:0000077,DNA damage checkpoint signaling,0.021067934684390763,True,"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]",114,10,3,21026,0.3,0.02631578947368421,query_1,"['GO:0031570', 'GO:0042770']"
REAC,REAC:R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.02130742998761102,True,Gastrin-CREB signalling pathway via PKC and MAPK,15,10,2,11004,0.2,0.13333333333333333,query_1,['REAC:R-HSA-416476']
REAC,REAC:R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.02130742998761102,True,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,15,10,2,11004,0.2,0.13333333333333333,query_1,['REAC:R-HSA-8864260']
GO:BP,GO:0070141,response to UV-A,0.021476847649535648,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-A radiation stimulus. UV-A radiation (UV-A light) spans the wavelengths 315 to 400 nm."" [GOC:BHF, GOC:mah]",14,10,2,21026,0.2,0.14285714285714285,query_1,['GO:0009411']
GO:BP,GO:0051547,regulation of keratinocyte migration,0.021476847649535648,True,"""Any process that modulates the frequency, rate or extent of keratinocyte migration."" [GOC:ai]",14,10,2,21026,0.2,0.14285714285714285,query_1,"['GO:0010632', 'GO:0051546']"
GO:BP,GO:0044819,mitotic G1/S transition checkpoint signaling,0.021476847649535648,True,"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]",14,10,2,21026,0.2,0.14285714285714285,query_1,"['GO:0007093', 'GO:2000134']"
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,0.021576433897193967,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",7076,10,10,21026,1.0,0.0014132278123233466,query_1,"['GO:0006139', 'GO:0009058']"
GO:BP,GO:1902749,regulation of cell cycle G2/M phase transition,0.02336208441561357,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]",118,10,3,21026,0.3,0.025423728813559324,query_1,"['GO:0044839', 'GO:1901987']"
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,0.023527351275121344,True,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",380,10,4,21026,0.4,0.010526315789473684,query_1,"['GO:0009966', 'GO:0042981', 'GO:0097190']"
REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,0.02372600562827946,True,Signaling by Nuclear Receptors,289,10,4,11004,0.4,0.01384083044982699,query_1,['REAC:R-HSA-162582']
GO:CC,GO:0015630,microtubule cytoskeleton,0.024076569064112468,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1436,10,5,22149,0.5,0.003481894150417827,query_1,['GO:0005856']
GO:BP,GO:0006275,regulation of DNA replication,0.02456849049121754,True,"""Any process that modulates the frequency, rate or extent of DNA replication."" [GOC:go_curators]",120,10,3,21026,0.3,0.025,query_1,"['GO:0006260', 'GO:0051052']"
GO:BP,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,0.024774691363487998,True,"""An epigenetic gene regulation mechanism that negatively regulates gene expression by methylation of cytosine residues in chromosomal CpG islands. CpG islands are genomic regions that contain a high frequency of the CG dinucleotide associated with the transcription start site of genes."" [PMID:11898023, Wikipedia:Cpg_island]",15,10,2,21026,0.2,0.13333333333333333,query_1,['GO:0045814']
REAC,REAC:R-HSA-194138,Signaling by VEGF,0.02576537854642065,True,Signaling by VEGF,104,10,3,11004,0.3,0.028846153846153848,query_1,['REAC:R-HSA-9006934']
GO:BP,GO:0031570,DNA integrity checkpoint signaling,0.02645406078339777,True,"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]",123,10,3,21026,0.3,0.024390243902439025,query_1,['GO:0000075']
KEGG,KEGG:04210,Apoptosis,0.02673097098281533,True,Apoptosis,135,10,3,8484,0.3,0.022222222222222223,query_1,['KEGG:00000']
REAC,REAC:R-HSA-5688426,Deubiquitination,0.026732418473905326,True,Deubiquitination,298,10,4,11004,0.4,0.013422818791946308,query_1,['REAC:R-HSA-597592']
GO:BP,GO:0006996,organelle organization,0.02727656686792285,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3594,10,8,21026,0.8,0.0022259321090706734,query_1,['GO:0016043']
KEGG,KEGG:04915,Estrogen signaling pathway,0.0273168872651563,True,Estrogen signaling pathway,136,10,3,8484,0.3,0.022058823529411766,query_1,['KEGG:00000']
KEGG,KEGG:04910,Insulin signaling pathway,0.027911049928746025,True,Insulin signaling pathway,137,10,3,8484,0.3,0.021897810218978103,query_1,['KEGG:00000']
GO:BP,GO:0016477,cell migration,0.028227114060351617,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1534,10,6,21026,0.6,0.003911342894393742,query_1,['GO:0048870']
GO:BP,GO:0006206,pyrimidine nucleobase metabolic process,0.028306749988773226,True,"""The chemical reactions and pathways involving pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."" [GOC:go_curators]",16,10,2,21026,0.2,0.125,query_1,"['GO:0009112', 'GO:0072527']"
KEGG,KEGG:05162,Measles,0.028513509340789795,True,Measles,138,10,3,8484,0.3,0.021739130434782608,query_1,['KEGG:00000']
KEGG,KEGG:05418,Fluid shear stress and atherosclerosis,0.028513509340789795,True,Fluid shear stress and atherosclerosis,138,10,3,8484,0.3,0.021739130434782608,query_1,['KEGG:00000']
KEGG,KEGG:04371,Apelin signaling pathway,0.028513509340789795,True,Apelin signaling pathway,138,10,3,8484,0.3,0.021739130434782608,query_1,['KEGG:00000']
GO:BP,GO:0006979,response to oxidative stress,0.028775103602786227,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",400,10,4,21026,0.4,0.01,query_1,['GO:0006950']
GO:CC,GO:0001673,male germ cell nucleus,0.02975553113894469,True,"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]",55,10,2,22149,0.2,0.03636363636363636,query_1,['GO:0043073']
GO:BP,GO:0030162,regulation of proteolysis,0.030505325801817865,True,"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]",406,10,4,21026,0.4,0.009852216748768473,query_1,"['GO:0006508', 'GO:0051246']"
GO:BP,GO:0045834,positive regulation of lipid metabolic process,0.030506537950614556,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]",129,10,3,21026,0.3,0.023255813953488372,query_1,"['GO:0006629', 'GO:0009893', 'GO:0019216']"
GO:BP,GO:0038127,ERBB signaling pathway,0.030506537950614556,True,"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]",129,10,3,21026,0.3,0.023255813953488372,query_1,['GO:0007169']
GO:BP,GO:0035239,tube morphogenesis,0.031038730128128737,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",879,10,5,21026,0.5,0.005688282138794084,query_1,"['GO:0009653', 'GO:0035295']"
KEGG,KEGG:04550,Signaling pathways regulating pluripotency of stem cells,0.03165201019348331,True,Signaling pathways regulating pluripotency of stem cells,143,10,3,8484,0.3,0.02097902097902098,query_1,['KEGG:00000']
GO:BP,GO:0045475,locomotor rhythm,0.03207284462298488,True,"""The rhythm of the locomotor activity of an organism during its 24 hour activity cycle."" [GOC:go_curators]",17,10,2,21026,0.2,0.11764705882352941,query_1,"['GO:0007626', 'GO:0048512']"
GO:BP,GO:0043217,myelin maintenance,0.03207284462298488,True,"""The process of preserving the structure and function of mature myelin. This includes maintaining the compact structure of myelin necessary for its electrical insulating characteristics as well as the structure of non-compact regions such as Schmidt-Lantermann clefts and paranodal loops. This does not include processes responsible for maintaining the nodes of Ranvier, which are not part of the myelin sheath."" [GOC:dgh]",17,10,2,21026,0.2,0.11764705882352941,query_1,"['GO:0007009', 'GO:0042552']"
GO:BP,GO:0051716,cellular response to stimulus,0.03269060343505424,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7376,10,10,21026,1.0,0.0013557483731019523,query_1,"['GO:0009987', 'GO:0050896']"
GO:MF,GO:0019899,enzyme binding,0.03300065931168789,True,"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]",2107,10,6,20246,0.6,0.0028476506881822496,query_1,['GO:0005515']
GO:MF,GO:0019887,protein kinase regulator activity,0.03350709983181872,True,"""Modulates the activity of a protein kinase, an enzyme which phosphorylates a protein."" [GOC:ai]",240,10,3,20246,0.3,0.0125,query_1,"['GO:0004672', 'GO:0019207']"
GO:MF,GO:0001046,core promoter sequence-specific DNA binding,0.03376768430803025,True,"""Binding to a sequence of DNA that is part of a core promoter region. The core promoter is composed of the transcription start site and binding sites for the RNA polymerase and the basal transcription machinery. The transcribed region might be described as a gene, cistron, or operon."" [GOC:pg, GOC:txnOH]",42,10,2,20246,0.2,0.047619047619047616,query_1,['GO:0000976']
GO:BP,GO:0090304,nucleic acid metabolic process,0.0353557548619689,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",7434,10,10,21026,1.0,0.0013451708366962604,query_1,"['GO:0006139', 'GO:0043170']"
GO:BP,GO:0043467,regulation of generation of precursor metabolites and energy,0.03572774701906868,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and the processes involved in the liberation of energy from these substances."" [GOC:jl]",136,10,3,21026,0.3,0.022058823529411766,query_1,"['GO:0006091', 'GO:0019222']"
GO:BP,GO:0007093,mitotic cell cycle checkpoint signaling,0.03572774701906868,True,"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]",136,10,3,21026,0.3,0.022058823529411766,query_1,"['GO:0000075', 'GO:0045930', 'GO:1903047']"
GO:BP,GO:0009725,response to hormone,0.03611282558296157,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",907,10,5,21026,0.5,0.005512679162072767,query_1,"['GO:0009719', 'GO:0042221']"
GO:BP,GO:0022414,reproductive process,0.03698729570957037,True,"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]",1608,10,6,21026,0.6,0.0037313432835820895,query_1,['GO:0008150']
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,0.0381343434802097,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",139,10,3,21026,0.3,0.02158273381294964,query_1,"['GO:0042127', 'GO:0048659']"
GO:BP,GO:0030879,mammary gland development,0.0381343434802097,True,"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]",139,10,3,21026,0.3,0.02158273381294964,query_1,['GO:0048732']
GO:BP,GO:0001503,ossification,0.03820283410098164,True,"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]",430,10,4,21026,0.4,0.009302325581395349,query_1,['GO:0032501']
REAC,REAC:R-HSA-445144,Signal transduction by L1,0.03846292922658813,True,Signal transduction by L1,20,10,2,11004,0.2,0.1,query_1,['REAC:R-HSA-373760']
KEGG,KEGG:04934,Cushing syndrome,0.038579811719286955,True,Cushing syndrome,153,10,3,8484,0.3,0.0196078431372549,query_1,['KEGG:00000']
GO:MF,GO:0044877,protein-containing complex binding,0.03946179568627616,True,"""Binding to a macromolecular complex."" [GOC:jl]",1314,10,5,20246,0.5,0.00380517503805175,query_1,['GO:0005488']
GO:BP,GO:0010212,response to ionizing radiation,0.039796621121387654,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]",141,10,3,21026,0.3,0.02127659574468085,query_1,['GO:0009314']
GO:CC,GO:0031983,vesicle lumen,0.039897819377405094,True,"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]",329,10,3,22149,0.3,0.00911854103343465,query_1,"['GO:0031982', 'GO:0043233']"
GO:BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.040645358359284026,True,"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",142,10,3,21026,0.3,0.02112676056338028,query_1,"['GO:0001934', 'GO:0018108', 'GO:0050730']"
GO:BP,GO:0048659,smooth muscle cell proliferation,0.041505931866962484,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",143,10,3,21026,0.3,0.02097902097902098,query_1,['GO:0033002']
GO:MF,GO:0098772,molecular function regulator activity,0.04151405883388813,True,"""A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."" [GOC:dos, GOC:pt]",2195,10,6,20246,0.6,0.002733485193621868,query_1,['GO:0003674']
KEGG,KEGG:04110,Cell cycle,0.041602538337952286,True,Cell cycle,157,10,3,8484,0.3,0.01910828025477707,query_1,['KEGG:00000']
GO:CC,GO:0005634,nucleus,0.041973631861857166,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10078,10,10,22149,1.0,0.0009922603691208574,query_1,['GO:0043231']
GO:BP,GO:2000377,regulation of reactive oxygen species metabolic process,0.042378419534361646,True,"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]",144,10,3,21026,0.3,0.020833333333333332,query_1,"['GO:0019222', 'GO:0072593']"
GO:MF,GO:0030234,enzyme regulator activity,0.043133792437873485,True,"""Binds to and modulates the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]",1339,10,5,20246,0.5,0.0037341299477221808,query_1,"['GO:0003824', 'GO:0098772']"
GO:BP,GO:0062013,positive regulation of small molecule metabolic process,0.04326289916848344,True,"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]",145,10,3,21026,0.3,0.020689655172413793,query_1,"['GO:0009893', 'GO:0044281', 'GO:0062012']"
GO:BP,GO:0001101,response to acid chemical,0.04326289916848344,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",145,10,3,21026,0.3,0.020689655172413793,query_1,['GO:0042221']
REAC,REAC:R-HSA-9755511,KEAP1-NFE2L2 pathway,0.0434597911361948,True,KEAP1-NFE2L2 pathway,124,10,3,11004,0.3,0.024193548387096774,query_1,['REAC:R-HSA-9711123']
GO:BP,GO:0007399,nervous system development,0.04395760204270917,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2604,10,7,21026,0.7,0.002688172043010753,query_1,['GO:0048731']
GO:BP,GO:0048266,behavioral response to pain,0.044773556897450065,True,"""Any process that results in a change in the behavior of an organism as a result of a pain stimulus. Pain stimuli cause activation of nociceptors, peripheral receptors for pain, include receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli."" [GOC:jid]",20,10,2,21026,0.2,0.1,query_1,"['GO:0007610', 'GO:0048265']"
GO:BP,GO:0051546,keratinocyte migration,0.044773556897450065,True,"""The directed movement of a keratinocyte, epidermal cells which synthesize keratin, from one site to another."" [ISBN:0721662544]",20,10,2,21026,0.2,0.1,query_1,['GO:0010631']
GO:BP,GO:0060716,labyrinthine layer blood vessel development,0.044773556897450065,True,"""The process whose specific outcome is the progression of a blood vessel of the labyrinthine layer of the placenta over time, from its formation to the mature structure. The embryonic vessels grow through the layer to come in close contact with the maternal blood supply."" [GOC:dph]",20,10,2,21026,0.2,0.1,query_1,"['GO:0048568', 'GO:0060674', 'GO:0060711']"
GO:BP,GO:0006098,pentose-phosphate shunt,0.044773556897450065,True,"""The metabolic process in which glucose-6-phosphate is oxidized to form carbon dioxide (CO2) and ribulose 5-phosphate, coupled to reduction of NADP+ to NADPH; ribulose 5-P then enters a series of reactions that can yield biosynthetic precursors (ribose-5-phosphate and erythrose-4-phosphate) and glycolytic intermediates (fructose-6-phosphate and glyceraldehyde-3-phosphate)."" [GOC:pde, ISBN:0198506732, MetaCyc:PENTOSE-P-PWY]",20,10,2,21026,0.2,0.1,query_1,"['GO:0006740', 'GO:0051156']"
GO:BP,GO:0034614,cellular response to reactive oxygen species,0.045068145150508686,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]",147,10,3,21026,0.3,0.02040816326530612,query_1,"['GO:0000302', 'GO:0034599', 'GO:1901701']"
GO:BP,GO:0051240,positive regulation of multicellular organismal process,0.045460862410843246,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1667,10,6,21026,0.6,0.003599280143971206,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
REAC,REAC:R-HSA-109582,Hemostasis,0.0457327636477905,True,Hemostasis,675,10,5,11004,0.5,0.007407407407407408,query_1,['REAC:0000000']
GO:CC,GO:0031981,nuclear lumen,0.04601892663863379,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5540,10,8,22149,0.8,0.001444043321299639,query_1,"['GO:0005634', 'GO:0070013']"
REAC,REAC:R-HSA-389357,CD28 dependent PI3K/Akt signaling,0.046717491743384,True,CD28 dependent PI3K/Akt signaling,22,10,2,11004,0.2,0.09090909090909091,query_1,['REAC:R-HSA-389356']
GO:BP,GO:0048732,gland development,0.047244958646693064,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",454,10,4,21026,0.4,0.00881057268722467,query_1,['GO:0048513']
GO:BP,GO:0010629,negative regulation of gene expression,0.047525514172817335,True,"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1680,10,6,21026,0.6,0.0035714285714285713,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010558']"
GO:BP,GO:0001890,placenta development,0.04979655006937468,True,"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]",152,10,3,21026,0.3,0.019736842105263157,query_1,['GO:0048513']
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,0.04991022594388772,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",970,10,5,21026,0.5,0.005154639175257732,query_1,['GO:0007166']
GO:CC,GO:1990150,VEGF-A complex,0.04994332431557508,True,"""A homodimeric, extracellular protein complex containing two VEGF-A monomers. Binds to and activates a receptor tyrosine kinase."" [GOC:bf, GOC:bhm, PMID:12207021, PMID:19658168]",1,10,1,22149,0.1,1.0,query_1,['GO:0036454']
GO:CC,GO:0044195,nucleoplasmic reticulum,0.04994332431557508,True,"""Long, dynamic tubular channels, formed by invagination of the nuclear envelope, that extend deep into the nucleoplasm. The channels have an underlying lamina and are implicated in functioning in signaling and transport."" [GOC:jl, PMID:17959832, PMID:9024685]",1,10,1,22149,0.1,1.0,query_1,"['GO:0005635', 'GO:0110165']"
GO:CC,GO:0097489,"multivesicular body, internal vesicle lumen",0.04994332431557508,True,"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]",1,10,1,22149,0.1,1.0,query_1,"['GO:0031983', 'GO:0070013', 'GO:0097487']"
