term_name,p_value,z_score,combined_score,overlapping_genes,p_adj,lib
Positive Regulation Of Catabolic Process (GO:0009896),0.03881359976770236,28.364672364672366,92.15638325126109,['PTEN'],0.04518331629399707,GO_Biological_Process_2023
Negative Regulation Of Cellular Component Organization (GO:0051129),0.03881359976770236,28.364672364672366,92.15638325126109,['VEGFA'],0.04518331629399707,GO_Biological_Process_2023
Regulation Of Phosphorylation (GO:0042325),0.04026043907859986,27.310013717421125,87.73030443537515,['EGFR'],0.046724271040760386,GO_Biological_Process_2023
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),0.04026043907859986,27.310013717421125,87.73030443537515,['AKT1'],0.046724271040760386,GO_Biological_Process_2023
Epigenetic Regulation Of Gene Expression (GO:0040029),0.040742283114183236,26.975609756097562,86.33513767066536,['TP53'],0.046996037817120175,GO_Biological_Process_2023
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),0.040742283114183236,26.975609756097562,86.33513767066536,['PTEN'],0.046996037817120175,GO_Biological_Process_2023
Regulation Of NIK/NF-kappaB Signaling (GO:1901222),0.040742283114183236,26.975609756097562,86.33513767066536,['EGFR'],0.046996037817120175,GO_Biological_Process_2023
Regulation Of Cell Division (GO:0051302),0.040742283114183236,26.975609756097562,86.33513767066536,['MYC'],0.046996037817120175,GO_Biological_Process_2023
Positive Regulation Of Protein Ubiquitination (GO:0031398),0.04122390942081947,26.649263721552877,84.97748965941867,['BRCA1'],0.047479434370867955,GO_Biological_Process_2023
Establishment Of Protein Localization To Organelle (GO:0072594),0.041705318095063774,26.33068783068783,83.65592938917332,['AKT1'],0.04752903368491502,GO_Biological_Process_2023
Regulation Of Kinase Activity (GO:0043549),0.041705318095063774,26.33068783068783,83.65592938917332,['EGFR'],0.04752903368491502,GO_Biological_Process_2023
Positive Regulation Of Protein Localization (GO:1903829),0.041705318095063774,26.33068783068783,83.65592938917332,['AKT1'],0.04752903368491502,GO_Biological_Process_2023
mRNA Metabolic Process (GO:0016071),0.041705318095063774,26.33068783068783,83.65592938917332,['TP53'],0.04752903368491502,GO_Biological_Process_2023
Macromolecule Catabolic Process (GO:0009057),0.041705318095063774,26.33068783068783,83.65592938917332,['MTOR'],0.04752903368491502,GO_Biological_Process_2023
Positive Regulation Of Amide Metabolic Process (GO:0034250),0.041705318095063774,26.33068783068783,83.65592938917332,['MTOR'],0.04752903368491502,GO_Biological_Process_2023
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.041705318095063774,26.33068783068783,83.65592938917332,['EGFR'],0.04752903368491502,GO_Biological_Process_2023
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),0.0421865092184754,26.019607843137255,82.36909635390154,['CDK2'],0.04793347379763897,GO_Biological_Process_2023
Negative Regulation Of Binding (GO:0051100),0.0421865092184754,26.019607843137255,82.36909635390154,['AKT1'],0.04793347379763897,GO_Biological_Process_2023
Negative Regulation Of Neuron Death (GO:1901215),0.0431482391729825,25.41890166028097,79.89449726957503,['AKT1'],0.04880702463829168,GO_Biological_Process_2023
Negative Regulation Of Protein Kinase Activity (GO:0006469),0.0431482391729825,25.41890166028097,79.89449726957503,['AKT1'],0.04880702463829168,GO_Biological_Process_2023
Positive Regulation Of Cell Adhesion (GO:0045785),0.0431482391729825,25.41890166028097,79.89449726957503,['VEGFA'],0.04880702463829168,GO_Biological_Process_2023
Cellular Response To Chemical Stress (GO:0062197),0.043628778176876784,25.12878787878788,78.70432597937861,['MTOR'],0.04913092379265501,GO_Biological_Process_2023
Cellular Response To Peptide Hormone Stimulus (GO:0071375),0.043628778176876784,25.12878787878788,78.70432597937861,['AKT1'],0.04913092379265501,GO_Biological_Process_2023
Regulation Of Vesicle-Mediated Transport (GO:0060627),0.043628778176876784,25.12878787878788,78.70432597937861,['MAPK1'],0.04913092379265501,GO_Biological_Process_2023
